Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,El Salvador,SLV,5.65258610761317
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Equatorial Guinea,GNQ,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Eritrea,ERI,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Estonia,EST,23.652438820507
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ethiopia,ETH,9.13096030297245
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Faroe Islands,FRO,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Fiji,FJI,2.64858094690686
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Finland,FIN,10.0525206084322
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,France,FRA,27.4702736686884
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,French Polynesia,PYF,15.5573341746788
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Gabon,GAB,1.62733225676286
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Gambia, The",GMB,0
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Georgia,GEO,3.07726524855447
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Germany,DEU,17.2097149731509
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ghana,GHA,6.74454036554641
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Gibraltar,GIB,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Greece,GRC,11.5060312558605
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Greenland,GRL,1.04266464882677
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Grenada,GRD,15.6507325282731
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guam,GUM,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guatemala,GTM,5.38681285513024
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guinea,GIN,5.08202455279598
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guinea-Bissau,GNB,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Guyana,GUY,0.217317494688255
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Haiti,HTI,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Honduras,HND,2.57978490075374
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Hong Kong SAR, China",HKG,11.3905603813352
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Hungary,HUN,16.6901975118435
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Iceland,ISL,17.1233939798944
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,India,IND,9.22122174793918
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Indonesia,IDN,9.32850761968047
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Iran, Islamic Rep.",IRN,1.54536499147799
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Iraq,IRQ,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ireland,IRL,24.9189231516136
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Isle of Man,IMN,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Israel,ISR,19.4130528417277
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Italy,ITA,7.73691381710463
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Jamaica,JAM,4.5720563430337
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Japan,JPN,17.7805347199635
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Jordan,JOR,1.8067119697774
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kazakhstan,KAZ,39.2634412451113
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kenya,KEN,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kiribati,KIR,2.75934220187602
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Korea, Dem. People's Rep.",PRK,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Korea, Rep.",KOR,30.0608682657817
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kosovo,XKX,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kuwait,KWT,0.133875563433098
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kyrgyz Republic,KGZ,2.04825761793663
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lao PDR,LAO,24.994342418799
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Latvia,LVA,17.7278751994184
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lebanon,LBN,2.52131896754884
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lesotho,LSO,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Liberia,LBR,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Libya,LBY,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Liechtenstein,LIE,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Lithuania,LTU,11.1391744920283
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Luxembourg,LUX,5.97251741023821
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Macao SAR, China",MAC,0.0966580261549642
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,North Macedonia,MKD,3.29601139484136
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Madagascar,MDG,1.54006644159584
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Malawi,MWI,4.13166608127182
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Malaysia,MYS,49.2192547300414
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Maldives,MDV,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mali,MLI,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Malta,MLT,34.7084179812082
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Marshall Islands,MHL,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mauritania,MRT,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mauritius,MUS,0.0298752067777236
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mexico,MEX,20.2220997751974
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Micronesia, Fed. Sts.",FSM,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Moldova,MDA,5.33908399973561
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Monaco,MCO,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mongolia,MNG,19.6159698597296
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Montenegro,MNE,14.6195848959385
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Morocco,MAR,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mozambique,MOZ,5.71655076302865
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Myanmar,MMR,0.62703149028518
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Namibia,NAM,3.65180641520841
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Nauru,NRU,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Nepal,NPL,0.719873715823001
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Netherlands,NLD,24.5559687632591
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,New Caledonia,NCL,13.1538770916728
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,New Zealand,NZL,9.91429177740434
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Nicaragua,NIC,0.468464498033893
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Niger,NER,60.2998175217565
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Nigeria,NGA,2.10796896763846
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Northern Mariana Islands,MNP,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Norway,NOR,22.3154505616718
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Oman,OMN,4.36109423322214
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Pakistan,PAK,1.44811284723987
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Palau,PLW,20.9984977644409
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Panama,PAN,0.195655792189705
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Papua New Guinea,PNG,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Paraguay,PRY,6.80318285922243
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Peru,PER,4.25218632647416
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Philippines,PHL,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Poland,POL,10.0686277870269
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Portugal,PRT,4.88070967963708
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Puerto Rico,PRI,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Qatar,QAT,0.0491247091487031
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Romania,ROU,8.41047672645864
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Russian Federation,RUS,12.1254086015011
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Rwanda,RWA,11.85599169714
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Samoa,WSM,1.97678138434208
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,San Marino,SMR,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sao Tome and Principe,STP,1.3876421304608
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Saudi Arabia,SAU,0.590932385012284
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Senegal,SEN,1.83106566694929
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Serbia,SRB,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Seychelles,SYC,6.06816173457112
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sierra Leone,SLE,0.00848089372569843
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Singapore,SGP,50.6403255755208
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sint Maarten (Dutch part),SXM,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Slovak Republic,SVK,11.14773596298
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Slovenia,SVN,6.41719007974407
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Solomon Islands,SLB,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Somalia,SOM,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,South Africa,ZAF,6.66015445560224
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,South Sudan,SSD,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Spain,ESP,6.91215361464722
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sri Lanka,LKA,0.954466727549862
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,St. Kitts and Nevis,KNA,27.6354391081585
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,St. Lucia,LCA,6.26898306984051
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,St. Martin (French part),MAF,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,St. Vincent and the Grenadines,VCT,0.0460391383268238
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sudan,SDN,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Suriname,SUR,14.9350653333148
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Eswatini,SWZ,0.0817708731291131
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Sweden,SWE,17.8774672401497
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Switzerland,CHE,26.6587283403628
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Syrian Arab Republic,SYR,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tajikistan,TJK,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tanzania,TZA,3.38430206253493
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Thailand,THA,22.6439946046819
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Timor-Leste,TLS,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Togo,TGO,0.154374793406122
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tonga,TON,2.69650608767328
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Trinidad and Tobago,TTO,0.124931158230268
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tunisia,TUN,6.76541303361882
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Turkiye,TUR,3.37973172045524
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Turkmenistan,TKM,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Turks and Caicos Islands,TCA,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Tuvalu,TUV,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Uganda,UGA,2.67852875134755
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Ukraine,UKR,6.88754342926587
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United Arab Emirates,ARE,10.1695189703589
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United Kingdom,GBR,22.2044750130662
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United States,USA,20.4843982208576
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Uruguay,URY,8.55345463207328
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Uzbekistan,UZB,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Vanuatu,VUT,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Venezuela, RB",VEN,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Viet Nam,VNM,32.0548869012837
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Virgin Islands (U.S.),VIR,..
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,West Bank and Gaza,PSE,0.234222701172162
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,"Yemen, Rep.",YEM,1.45096412341169
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Zambia,ZMB,1.63736199657177
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Zimbabwe,ZWE,1.46177058636279
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Afghanistan,AFG,40.4885980855756
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Albania,ALB,57.8387865018759
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Algeria,DZA,49.6524973473863
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,American Samoa,ASM,148.833592534992
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Andorra,AND,50.4632841763235
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Angola,AGO,64.5378124149365
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Antigua and Barbuda,ATG,45.7634494095905
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Argentina,ARG,25.4864119079835
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Armenia,ARM,50.9926632939062
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Aruba,ABW,57.6526922278532
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Australia,AUS,32.5022300694195
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Austria,AUT,81.4078991316378
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Azerbaijan,AZE,49.771540116684
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Bahamas, The",BHS,40.8233932623176
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Bahrain,BHR,96.8799516958239
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Bangladesh,BGD,41.3704679222957
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Barbados,BRB,46.9668035003703
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Belarus,BLR,97.1707579270033
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Belgium,BEL,172.937793738739
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Belize,BLZ,72.9839213001447
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Benin,BEN,48.0860145999601
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Bermuda,BMU,15.3414693011587
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Bhutan,BTN,73.6391029795095
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Bolivia,BOL,69.1564734325983
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Bosnia and Herzegovina,BIH,90.9544821114133
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Botswana,BWA,107.226277336455
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Brazil,BRA,18.7979552190855
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,British Virgin Islands,VGB,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Brunei Darussalam,BRN,82.5135264683617
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Bulgaria,BGR,111.788800661998
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Burkina Faso,BFA,43.2402857948083
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Burundi,BDI,33.2990446823763
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Cabo Verde,CPV,41.529334889533
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Cambodia,KHM,105.001548353918
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Cameroon,CMR,34.8975152748458
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Canada,CAN,52.6993805378041
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Cayman Islands,CYM,23.4721535696169
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Central African Republic,CAF,26.6517010500461
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Chad,TCD,61.6465354112151
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Channel Islands,CHI,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Chile,CHL,56.9873796160703
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,China,CHN,41.0622375547902
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Colombia,COL,31.1839603501363
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Comoros,COM,26.4442643489863
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Congo, Dem. Rep.",COD,41.7777796709795
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Congo, Rep.",COG,104.758433165619
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Costa Rica,CRI,55.2883226264938
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Cote d'Ivoire,CIV,49.278294194992
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Croatia,HRV,61.5974935969361
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Cuba,CUB,22.185550751896
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Curacao,CUW,82.4015900404988
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Cyprus,CYP,48.0454757227781
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Czechia,CZE,157.2696950319
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Denmark,DNK,59.7928634102338
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Djibouti,DJI,42.0828465797942
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Dominica,DMA,51.1116171823849
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Dominican Republic,DOM,40.4465881616975
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Ecuador,ECU,52.0357748337158
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Egypt, Arab Rep.",EGY,30.6414943661972
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,El Salvador,SLV,70.0025272788996
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Equatorial Guinea,GNQ,86.127313451232
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Eritrea,ERI,69.1913009219017
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Estonia,EST,128.925027213237
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Ethiopia,ETH,33.5034228834772
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Faroe Islands,FRO,75.7420952870106
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Fiji,FJI,95.1801581392905
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Finland,FIN,54.9721480254043
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,France,FRA,44.0485168854814
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,French Polynesia,PYF,31.4532035390944
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Gabon,GAB,128.971889118085
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Gambia, The",GMB,41.6442408156796
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Georgia,GEO,63.8037980612824
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Germany,DEU,69.461104801518
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Ghana,GHA,50.7764043740553
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Gibraltar,GIB,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Greece,GRC,41.5967793086031
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Greenland,GRL,50.1747723779073
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Grenada,GRD,41.3605630140103
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Guam,GUM,19.9108734402852
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Guatemala,GTM,50.2747062336441
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Guinea,GIN,50.5554858432349
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Guinea-Bissau,GNB,37.524750445913
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Guyana,GUY,71.662876574367
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Haiti,HTI,30.923853086557
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Honduras,HND,97.0210666875687
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Hong Kong SAR, China",HKG,385.951765429059
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Hungary,HUN,152.813675788457
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Iceland,ISL,58.3624197512715
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,India,IND,38.5264969108461
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Indonesia,IDN,39.7918868988307
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Iran, Islamic Rep.",IRN,32.6393607191089
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Iraq,IRQ,68.9825744165759
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Ireland,IRL,78.2006804647955
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Isle of Man,IMN,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Israel,ISR,44.5350340083367
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Italy,ITA,46.4471107144977
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Jamaica,JAM,52.4633843999266
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Japan,JPN,30.6802678466938
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Jordan,JOR,84.9850818331039
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kazakhstan,KAZ,54.538159273909
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kenya,KEN,35.8947266506158
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kiribati,KIR,58.4664283783784
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Korea, Dem. People's Rep.",PRK,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Korea, Rep.",KOR,74.008992360433
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kosovo,XKX,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kuwait,KWT,81.8516022290269
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kyrgyz Republic,KGZ,102.154464125243
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lao PDR,LAO,52.2092900403935
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Latvia,LVA,104.116697276817
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lebanon,LBN,55.367255752933
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lesotho,LSO,124.249146082403
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Liberia,LBR,75.6746233009636
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Libya,LBY,69.4062490359681
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Liechtenstein,LIE,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lithuania,LTU,137.385065458269
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Luxembourg,LUX,66.4997094506502
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Macao SAR, China",MAC,22.7729601398809
